user_pseudo_id,first_date,segment_72h,search_72h,view_item_72h,scroll_72h,add_to_cart_72h,begin_checkout_72h,purchase_72h,sessions_72h,view_item_events_72h,retained_post72h_d30
1246063.3665874179,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
1275797.1936238018,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
1320187.6719997668,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
1543004.7243225422,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
1564015.6880680172,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
1619900.3195973863,2021-01-01,low_engagement_72h,0,0,1,0,0,0,2,0,0
1693134.9790437518,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
1961265.4757052307,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2194957.7885097322,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2304235.4728947355,2021-01-01,low_engagement_72h,0,0,1,0,0,0,2,0,0
2378480.6534474606,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2655279.4923479690,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2719657.8629194725,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,1,0
2839647.6325562515,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
2882177.0250975565,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2893808.1269182675,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2910024.9071648144,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
2973917.2072647263,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3053669.9263927930,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3092109.1666656387,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3205524.3451816980,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3215534.5876119688,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3443159.5753502239,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
3523344.6297511777,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3579468.5263792709,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3667557.2872148911,2020-12-31,low_engagement_72h,0,0,0,0,0,0,2,0,0
3673006.6755990977,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3713991.3047862844,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3725551.0372089331,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
3915359.4960090701,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4157332.9647976559,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
4264631.0635133896,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4471894.7657502115,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4529800.4125571262,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4568963.3278246884,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4617235.8469402346,2021-01-01,searcher_only_72h,1,0,0,0,0,0,1,0,0
4626089.7083106102,2021-01-01,product_viewer_scroll_72h,1,1,1,0,0,0,1,13,0
4680084.8306409654,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
4770465.7992098383,2021-01-01,low_engagement_72h,0,0,0,0,0,0,2,0,0
4810714.5572207552,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,0
4832577.4811075481,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
4845225.4402690221,2021-01-01,low_engagement_72h,0,0,0,0,0,0,2,0,0
5227994.9289134236,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,1,0
5236233.7971213168,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5267585.1355202589,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5297816.4426101300,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
5313450.0190447740,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5333149.9272712646,2021-01-01,low_engagement_72h,0,0,0,0,0,0,2,0,0
5337490.6328314089,2021-01-01,product_viewer_scroll_72h,0,1,1,1,0,0,1,7,0
5493750.4829419998,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5499991.5645152741,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5548979.4220764515,2021-01-01,searcher_only_72h,1,0,1,0,0,0,1,0,0
5603362.4128631001,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5707140.6206127629,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5718269.9461125660,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
5736007.1485948176,2021-01-01,searcher_only_72h,1,0,1,0,0,0,1,0,0
5807457.8598720960,2021-01-01,searcher_only_72h,1,0,1,0,0,0,1,0,0
5918882.9309322064,2020-12-31,low_engagement_72h,0,0,0,0,0,0,2,0,0
5955803.5356133614,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,1
6101467.4740745406,2021-01-01,buyer_72h,0,1,1,1,1,1,1,12,0
6153608.9737608054,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
6351413.2459505432,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,5,0
6469842.9266681897,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
6476064.3767312447,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
6545569.7470053213,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
6617123.9851323511,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
6685453.9040699626,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
6814119.8765839540,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7032927.5986019681,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
7051044.8537597066,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
7064084.5609626004,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7437063.4324280184,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
7480168.5412271428,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,0
7545748.0471298435,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7601123.5556353611,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
7641312.3360071059,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
7650151.4737609359,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7722674.8203499102,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7878748.5206981431,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
7894895.1965592375,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8096300.1812358440,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8186100.1619066340,2021-01-01,product_viewer_scroll_72h,1,1,1,1,0,0,2,31,1
8505498.3192281755,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8702095.3988013810,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8776278.4035436443,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
8780954.2850986163,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,2,0
8800709.5706511388,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
8813737.3153270447,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
8833237.8810047414,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8851635.1315831881,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
8921645.1851204196,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
8936906.7801969658,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
9133258.7461931612,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
9446985.9630320621,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
10762025.1309283143,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
11116091.7897694184,2021-01-01,product_viewer_scroll_72h,1,1,1,0,0,0,1,7,0
11392224.5732544025,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
11402618.0156014347,2021-01-01,searcher_only_72h,1,0,0,0,0,0,1,0,0
12171468.1509923771,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
13167690.2693949122,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,4,0
14019187.5709387460,2021-01-01,low_engagement_72h,0,0,0,0,0,0,2,0,0
14987661.9109966647,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
15238183.0952812224,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
15932166.2076268855,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,6,0
16910393.5498744454,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
17550092.9670648108,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
18281634.0263286465,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,11,0
18387918.9190443652,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
21785502.8647016705,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
22137824.1268416230,2021-01-01,low_engagement_72h,0,0,1,0,0,0,2,0,0
22288916.8827658539,2021-01-01,product_viewer_scroll_72h,0,1,1,1,0,0,5,4,1
22383005.6250254363,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
24387953.4983017680,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
24584072.8947285514,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
26441489.8501234952,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
27549715.8083286462,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
27682737.8348760095,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
29329299.2439523956,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
29844172.3542155264,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
31371582.5762562524,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
31432101.1568853334,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
35410332.2124208618,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
36549683.3658131284,2020-12-30,product_viewer_scroll_72h,0,1,1,0,0,0,2,2,0
38730120.5279530751,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
39853063.5256448694,2021-01-01,low_engagement_72h,0,0,1,0,0,0,2,0,0
39933872.5230407302,2021-01-01,low_engagement_72h,0,0,1,0,0,0,2,0,0
40118666.5870914374,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
40823571.2336905097,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
40918425.0480131676,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
41413091.5703199293,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
43226600.8752305827,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,2,0
43452208.1881418252,2020-12-31,product_viewer_scroll_72h,1,1,1,0,0,0,5,1,1
43635422.5881128785,2020-12-30,product_viewer_scroll_72h,0,1,1,0,0,0,2,1,0
43665233.4207691160,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
44566035.1846504973,2021-01-01,searcher_only_72h,1,0,0,0,0,0,1,0,0
44686312.1250501199,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
45347714.9410014465,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
47225443.9147691907,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
47341757.5290248353,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
47771693.3826815232,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
48293850.3499088450,2021-01-01,checkout_intent_72h,0,1,1,0,1,0,1,2,0
49458489.8290094994,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
52358236.7694048388,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
53087815.5281416166,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
53110840.3864358068,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
53722352.2934998039,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
54610653.7108570781,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
54685122.2996424797,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
55303209.2930579791,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
56431834.1238130726,2020-12-31,product_viewer_no_scroll_72h,0,1,0,0,0,0,4,6,0
56510630.8658074346,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
56636586.8297777009,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,0
57753122.7613968885,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
58989526.3011004465,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
60736964.5587559961,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
61052645.5456080338,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
61276282.1447313249,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
61542717.8812669443,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
61628578.8842523498,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
61714721.3009547564,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
61754315.0118458148,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
62789440.0023108020,2021-01-01,low_engagement_72h,0,0,1,0,0,0,4,0,1
63726545.8944973890,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
64859735.8083201729,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
65050475.1022233368,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
65468372.9985872965,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
66055934.3948125171,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,2,1,1
66482553.1084593804,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
66861433.5500342245,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
67081485.3151618741,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
68585676.5451976954,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
71977595.2141523565,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
72065348.6852495696,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,3,24,0
72522849.6381089738,2021-01-01,product_viewer_no_scroll_72h,0,1,0,1,0,0,2,59,0
72523139.2442211809,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
74832600.5381548773,2020-12-30,low_engagement_72h,0,0,0,0,0,0,2,0,0
75403754.2149126926,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
76768785.1052069999,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
77167036.8514396949,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
77583968.4687639431,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
77720777.0383874397,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
78879755.0329017600,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
81544854.4318371583,2021-01-01,product_viewer_scroll_72h,0,1,1,0,0,0,2,1,0
81584140.3259257273,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
82287093.8379701104,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
82572956.3730633658,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
82697908.7512967392,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
83736385.8758161413,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
84037312.0418486176,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
84447973.1825378020,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
85240315.8720879422,2021-01-01,searcher_only_72h,1,0,1,0,0,0,1,0,0
85945407.5777359314,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
88022357.8701115904,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
88446470.5335374911,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
88951375.5317265652,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
90963961.2630317289,2021-01-01,product_viewer_no_scroll_72h,0,1,0,0,0,0,2,2,0
1538538669.2993403671,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
3510454302.0110919671,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
5676349541.9579379563,2021-01-01,low_engagement_72h,0,0,1,0,0,0,1,0,0
8364482209.6963244199,2021-01-01,low_engagement_72h,0,0,0,0,0,0,1,0,0
1038202.0889596780,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
1054646.2816810516,2020-12-26,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,0
1056622.1854988416,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,11,0
1090500.6962823588,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
1256235.8493803898,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
1384240.9972817518,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,3,1,0
1436325.8119509787,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
1451256.2091569284,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
1759599.6719720655,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2031631.0415697148,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2168574.9450520819,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2211047.8061586339,2020-12-26,low_engagement_72h,0,0,1,0,0,0,2,0,0
2292215.6645680107,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
2386299.3036587843,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2429160.3082579724,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2438801.4235253725,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2625576.4159603503,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2644106.4680826987,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
2902494.4289695271,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
2968068.9503410251,2020-12-26,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,1
2998085.2739083794,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3013028.4599824911,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
3036060.8935854923,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3149390.9727139951,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3220833.7828809033,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3232157.8000005853,2020-12-26,product_viewer_scroll_72h,1,1,1,0,0,0,1,1,0
3319195.6367840201,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3319403.5888901249,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3345994.4543009892,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3469461.3714204799,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3531404.4010640215,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3541741.6297883977,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3543251.0287445984,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,6,0
3686251.2620256496,2020-12-26,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,2,0
3801829.2287417083,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
3803443.1460133040,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3899516.0781554913,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
3933410.4093667545,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4068329.5381681188,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4086479.4590913411,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4140703.6758979810,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4185415.5479424481,2020-12-26,product_viewer_scroll_72h,0,1,1,1,0,0,3,2,0
4275048.0899354700,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4325517.8482888394,2020-12-26,searcher_only_72h,1,0,0,0,0,0,1,0,0
4354241.0351171217,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4386332.0669990589,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4440606.5897533490,2020-12-26,product_viewer_scroll_72h,1,1,1,1,0,0,2,8,0
4521445.5527581271,2020-12-25,product_viewer_scroll_72h,0,1,1,0,0,0,2,1,0
4587639.6005469842,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
4605183.5406747429,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
4706598.0590961444,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4869642.9943984823,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
4920473.3873620924,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
5068344.9132982399,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,1,0
5131206.6054173270,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
5238166.2927757680,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,1
5482000.7647630787,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
5532330.2579588495,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
5541063.4298086673,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
5722070.9841694469,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
5764561.8450292097,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
5771578.4231818197,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,4,0
5977793.0321787130,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6040917.6590033995,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6070018.0938807247,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6099730.7838089788,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
6219294.7413285984,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6221804.6795629566,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
6228758.2058564080,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6463260.6627814920,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6523728.2587808392,2020-12-26,product_viewer_scroll_72h,0,1,1,1,0,0,2,5,0
6597227.8281083321,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6615105.4530253080,2020-12-26,low_engagement_72h,0,0,1,0,0,0,3,0,1
6676929.6375413493,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
6687634.9697187469,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
6735098.4705176524,2020-12-26,low_engagement_72h,0,0,0,0,0,0,2,0,0
6776269.2321622094,2020-12-24,product_viewer_scroll_72h,0,1,1,0,0,0,4,22,1
6861634.6454316558,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
6887210.7912298162,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
6933891.0177693642,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,18,0
7041713.8981712506,2020-12-26,product_viewer_scroll_72h,0,1,1,1,0,0,1,2,0
7191568.5019747395,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
7253634.2403754084,2020-12-26,searcher_only_72h,1,0,0,0,0,0,1,0,0
7282543.1555803270,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,3,4,0
7404175.6199490185,2020-12-26,product_viewer_scroll_72h,0,1,1,1,0,0,2,15,0
7424023.9929014015,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
7451579.5286053035,2020-12-26,product_viewer_no_scroll_72h,0,1,0,0,0,0,1,1,0
7456484.7150406405,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
7579811.2456584189,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
7823711.5561140951,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
7848518.2244892884,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
7948449.7668785816,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
7966781.4109112316,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
8061420.6124164153,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8133013.5436882292,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8250243.3789393929,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8286524.0442041679,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
8437960.7912298162,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8452424.4586137020,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8551224.7185075727,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
8631659.1253495397,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8642782.4080919767,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
8853915.6856184437,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
9074601.1343868627,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
9211809.3472114801,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,5,0
9259909.3021750131,2020-12-26,product_viewer_scroll_72h,0,1,1,0,0,0,1,2,0
12110511.3657785103,2020-12-23,product_viewer_scroll_72h,1,1,1,0,0,0,3,6,0
12589204.7905649351,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
12712324.7587783551,2020-12-26,low_engagement_72h,0,0,1,0,0,0,2,0,0
14039104.2871220636,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
14929695.0434689580,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
15248636.8751454427,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
15451280.6521527909,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
16692243.6122002149,2020-12-26,low_engagement_72h,0,0,0,0,0,0,1,0,0
16694594.3335986151,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
17799378.1070348938,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
18607849.2368130299,2020-12-26,low_engagement_72h,0,0,1,0,0,0,1,0,0
